"checking.status","duration.in.months","credit.history","purpose","amount","savings","employed.since","percentage.of.disposable.income","personal.status.and.sex","cosigners","at.residence.since","property","age.in.years","other.installment.plans","housing","num.credits.at.bank","job","num.dependents","telephone","foreign.worker","good.loan","Good.Loan"
">= 200 DM",12,"paid to date","radio/television",1881,"< 100 DM","< 4 years",2,"female:divorced/separated/married","none",2,"car or other",44,"none","rent",1,"unskilled - resident",1,"yes, registered under the customers name","yes",1,"GoodLoan"
">= 200 DM",6,"paid to date","car (new)",709,">= 1000 DM","< 1 year",2,"male:married/widowed","none",2,"real estate",27,"none","own",1,"unemployed/unskilled - non-resident",1,"none","no",1,"GoodLoan"
"< 200 DM",36,"paid to date","radio/television",4795,"< 100 DM","< 1 year",4,"female:divorced/separated/married","none",1,"unknown",30,"none","own",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",27,"paid to date","radio/television",3416,"< 100 DM","< 4 years",3,"male:single","none",2,"car or other",27,"none","own",1,"management/self-employed/highly qualified employee/ officer",1,"none","yes",1,"GoodLoan"
"< 0 DM",18,"paid to date","furniture/equipment",2462,"< 100 DM","< 4 years",2,"male:single","none",2,"car or other",22,"none","own",1,"skilled employee/official",1,"none","yes",2,"BadLoan"
"no checking",21,"critical","furniture/equipment",2288,"< 100 DM","< 1 year",4,"female:divorced/separated/married","none",4,"savings/life ins",23,"none","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 200 DM",48,"fully paid at this bank","business",3566,"< 500 DM","< 7 years",4,"male:single","none",2,"car or other",30,"none","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 0 DM",6,"critical","car (new)",860,"< 100 DM",">= 7 years",1,"female:divorced/separated/married","none",4,"unknown",39,"none","own",2,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",12,"critical","car (new)",682,"< 500 DM","< 7 years",4,"female:divorced/separated/married","none",3,"car or other",51,"none","own",2,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",36,"critical","furniture/equipment",5371,"< 100 DM","< 4 years",3,"male:single","guarantor",2,"savings/life ins",28,"none","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",18,"critical","radio/television",1582,">= 1000 DM",">= 7 years",4,"male:single","none",4,"car or other",46,"none","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",6,"paid to date","radio/television",1346,"< 500 DM",">= 7 years",2,"male:single","none",4,"unknown",42,"bank","for free",1,"skilled employee/official",2,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",10,"paid to date","radio/television",1924,"< 100 DM","< 4 years",1,"male:single","none",4,"savings/life ins",38,"none","own",1,"skilled employee/official",1,"yes, registered under the customers name","no",1,"GoodLoan"
">= 200 DM",36,"paid to date","radio/television",5848,"< 100 DM","< 4 years",4,"male:single","none",1,"car or other",24,"none","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 200 DM",24,"critical","car (used)",7758,">= 1000 DM",">= 7 years",2,"female:divorced/separated/married","none",4,"unknown",29,"none","rent",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 200 DM",24,"past delays","business",6967,"< 500 DM","< 7 years",4,"male:single","none",4,"car or other",36,"none","rent",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",12,"paid to date","furniture/equipment",1282,"< 100 DM","< 4 years",2,"female:divorced/separated/married","none",4,"car or other",20,"none","rent",1,"skilled employee/official",1,"none","yes",2,"BadLoan"
"< 0 DM",9,"critical","repairs",1288,"< 500 DM",">= 7 years",3,"male:single","guarantor",4,"real estate",48,"none","own",2,"skilled employee/official",2,"none","no",1,"GoodLoan"
"< 0 DM",12,"fully paid at this bank","retraining",339,"< 100 DM",">= 7 years",4,"male:married/widowed","none",1,"car or other",45,"bank","own",1,"unskilled - resident",1,"none","yes",1,"GoodLoan"
"< 200 DM",24,"paid to date","car (new)",3512,"< 500 DM","< 7 years",2,"male:single","none",3,"car or other",38,"bank","own",2,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",6,"critical","radio/television",1898,"unknown","< 4 years",1,"male:single","none",2,"real estate",34,"none","own",2,"unskilled - resident",2,"none","yes",1,"GoodLoan"
"no checking",24,"critical","radio/television",2872,"< 500 DM",">= 7 years",3,"male:single","none",4,"real estate",36,"none","own",1,"skilled employee/official",2,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",18,"critical","car (new)",1055,"< 100 DM","< 1 year",4,"female:divorced/separated/married","none",1,"savings/life ins",30,"none","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",15,"paid to date","domestic appliances",1262,"< 1000 DM","< 7 years",4,"male:single","none",3,"savings/life ins",36,"none","own",2,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 200 DM",10,"paid to date","car (new)",7308,"< 100 DM","unemployed",2,"male:single","none",4,"unknown",70,"bank","for free",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",36,"paid to date","car (new)",909,"< 1000 DM",">= 7 years",4,"male:single","none",4,"savings/life ins",36,"none","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",6,"paid to date","furniture/equipment",2978,"< 1000 DM","< 4 years",1,"male:single","none",2,"car or other",32,"none","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",18,"paid to date","furniture/equipment",1131,"< 100 DM","unemployed",4,"female:divorced/separated/married","none",2,"car or other",33,"none","own",1,"skilled employee/official",1,"none","yes",2,"BadLoan"
"< 200 DM",11,"paid to date","furniture/equipment",1577,">= 1000 DM","< 1 year",4,"female:divorced/separated/married","none",1,"real estate",20,"none","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",24,"paid to date","furniture/equipment",3972,"< 100 DM","< 7 years",2,"female:divorced/separated/married","none",4,"savings/life ins",25,"none","rent",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 200 DM",24,"critical","business",1935,"< 100 DM",">= 7 years",4,"male:divorced/separated","none",4,"real estate",31,"none","own",2,"skilled employee/official",1,"yes, registered under the customers name","yes",2,"BadLoan"
"< 0 DM",15,"fully paid","car (new)",950,"< 100 DM",">= 7 years",4,"male:single","none",3,"car or other",33,"none","rent",2,"skilled employee/official",2,"none","yes",2,"BadLoan"
"no checking",12,"paid to date","furniture/equipment",763,"< 100 DM","< 4 years",4,"female:divorced/separated/married","none",1,"real estate",26,"none","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 200 DM",24,"past delays","furniture/equipment",2064,"< 100 DM","unemployed",3,"female:divorced/separated/married","none",2,"savings/life ins",34,"none","own",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",2,"BadLoan"
"< 200 DM",8,"paid to date","radio/television",1414,"< 100 DM","< 4 years",4,"male:single","guarantor",2,"real estate",33,"none","own",1,"skilled employee/official",1,"none","no",1,"GoodLoan"
"< 0 DM",21,"past delays","education",3414,"< 100 DM","< 1 year",2,"male:single","none",1,"savings/life ins",26,"none","own",2,"skilled employee/official",1,"none","yes",2,"BadLoan"
"no checking",30,"fully paid at this bank","car (used)",7485,"unknown","unemployed",4,"female:divorced/separated/married","none",1,"real estate",53,"bank","own",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",2,"BadLoan"
"< 0 DM",12,"paid to date","furniture/equipment",2577,"< 100 DM","< 4 years",2,"male:divorced/separated","none",1,"car or other",42,"none","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 0 DM",6,"critical","radio/television",338,"< 1000 DM",">= 7 years",4,"male:single","none",4,"car or other",52,"none","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",12,"paid to date","radio/television",1963,"< 100 DM","< 7 years",4,"male:single","none",2,"car or other",31,"none","rent",2,"management/self-employed/highly qualified employee/ officer",2,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",21,"critical","car (new)",571,"< 100 DM",">= 7 years",4,"male:single","none",4,"real estate",65,"none","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",36,"past delays","business",9572,"< 100 DM","< 1 year",1,"male:divorced/separated","none",1,"car or other",28,"none","own",2,"skilled employee/official",1,"none","yes",2,"BadLoan"
"< 200 DM",36,"past delays","business",4455,"< 100 DM","< 4 years",2,"male:divorced/separated","none",2,"real estate",30,"stores","own",2,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",2,"BadLoan"
"< 0 DM",21,"fully paid at this bank","car (new)",1647,"unknown","< 4 years",4,"male:single","none",2,"savings/life ins",40,"none","own",2,"unskilled - resident",2,"none","yes",2,"BadLoan"
"no checking",24,"critical","furniture/equipment",3777,">= 1000 DM","< 4 years",4,"male:single","none",4,"real estate",50,"none","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 200 DM",18,"critical","car (new)",884,"< 100 DM",">= 7 years",4,"male:single","none",4,"car or other",36,"bank","own",1,"skilled employee/official",2,"yes, registered under the customers name","yes",2,"BadLoan"
"no checking",15,"critical","radio/television",1360,"< 100 DM","< 4 years",4,"male:single","none",2,"savings/life ins",31,"none","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 200 DM",9,"fully paid at this bank","car (used)",5129,"< 100 DM",">= 7 years",2,"female:divorced/separated/married","none",4,"unknown",74,"bank","for free",1,"management/self-employed/highly qualified employee/ officer",2,"yes, registered under the customers name","yes",2,"BadLoan"
"< 200 DM",16,"critical","car (new)",1175,"< 100 DM","unemployed",2,"male:single","none",3,"car or other",68,"none","for free",3,"unemployed/unskilled - non-resident",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",12,"paid to date","radio/television",674,"< 500 DM","< 7 years",4,"male:married/widowed","none",1,"savings/life ins",20,"none","own",1,"skilled employee/official",1,"none","yes",2,"BadLoan"
"< 200 DM",18,"fully paid","furniture/equipment",3244,"< 100 DM","< 4 years",1,"female:divorced/separated/married","none",4,"car or other",33,"bank","own",2,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",24,"paid to date","business",4591,">= 1000 DM","< 4 years",2,"male:single","none",3,"savings/life ins",54,"none","own",3,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",2,"BadLoan"
"< 200 DM",48,"fully paid","business",3844,"< 500 DM","< 7 years",4,"male:single","none",4,"unknown",34,"none","for free",1,"unskilled - resident",2,"none","yes",2,"BadLoan"
"< 200 DM",27,"paid to date","business",3915,"< 100 DM","< 4 years",4,"male:single","none",2,"car or other",36,"none","own",1,"skilled employee/official",2,"yes, registered under the customers name","yes",2,"BadLoan"
"no checking",6,"paid to date","radio/television",2108,"< 100 DM","< 7 years",2,"male:married/widowed","none",2,"real estate",29,"none","rent",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 200 DM",45,"paid to date","radio/television",3031,"< 500 DM","< 4 years",4,"male:single","guarantor",4,"savings/life ins",21,"none","rent",1,"skilled employee/official",1,"none","yes",2,"BadLoan"
"< 200 DM",9,"critical","education",1501,"< 100 DM",">= 7 years",2,"female:divorced/separated/married","none",3,"car or other",34,"none","own",2,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",2,"BadLoan"
"no checking",6,"critical","radio/television",1382,"< 100 DM","< 4 years",1,"female:divorced/separated/married","none",1,"car or other",28,"none","own",2,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 200 DM",12,"paid to date","furniture/equipment",951,"< 500 DM","< 1 year",4,"female:divorced/separated/married","none",4,"car or other",27,"bank","rent",4,"skilled employee/official",1,"none","yes",2,"BadLoan"
"< 200 DM",24,"paid to date","car (used)",2760,"unknown",">= 7 years",4,"male:single","none",4,"unknown",36,"bank","for free",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 200 DM",18,"past delays","furniture/equipment",4297,"< 100 DM",">= 7 years",4,"male:divorced/separated","none",3,"unknown",40,"none","own",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",2,"BadLoan"
"no checking",9,"critical","education",936,"< 1000 DM",">= 7 years",4,"male:single","none",2,"car or other",52,"none","own",2,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",12,"paid to date","car (new)",1168,"< 100 DM","< 4 years",4,"male:married/widowed","none",3,"real estate",27,"none","own",1,"unskilled - resident",1,"none","yes",1,"GoodLoan"
"no checking",27,"past delays","business",5117,"< 100 DM","< 7 years",3,"male:single","none",4,"car or other",26,"none","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 0 DM",12,"paid to date","retraining",902,"< 100 DM","< 7 years",4,"male:married/widowed","none",4,"savings/life ins",21,"none","rent",1,"skilled employee/official",1,"none","yes",2,"BadLoan"
"no checking",12,"critical","car (new)",1495,"< 100 DM",">= 7 years",4,"male:single","none",1,"real estate",38,"none","own",2,"unskilled - resident",2,"none","yes",1,"GoodLoan"
"< 0 DM",30,"critical","car (used)",10623,"< 100 DM",">= 7 years",3,"male:single","none",4,"unknown",38,"none","for free",3,"management/self-employed/highly qualified employee/ officer",2,"yes, registered under the customers name","yes",1,"GoodLoan"
